ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
618946976,Audio,Asian Koel,Eudynamys scolopaceus,,BHAVYA SHARMA,2024-04-27,2024,4,27,740,India,IN-RJ-JP,Rajasthan,Jaipur,Dravyavati Botanical park,26.7948543,75.8165658,"",,Unspecified,"","",,,,,,,S170551151,"",,,,,Eudynamys scolopaceus,asikoe2,Species,3261,,4.00,1,,,
618946940,Audio,White-breasted Waterhen,Amaurornis phoenicurus,,BHAVYA SHARMA,2024-04-27,2024,4,27,740,India,IN-RJ-JP,Rajasthan,Jaipur,Dravyavati Botanical park,26.7948543,75.8165658,"",Call,Unspecified,"","",,,,,,,S170551151,"",,,,,Amaurornis phoenicurus,whbwat1,Species,5526,,4.00,1,"",,
618946664,Audio,Grey-winged Blackbird,Turdus boulboul,Hierococcyx sparverioides -- Large Hawk-Cuckoo,Alok Tewari,2024-04-30,2024,4,30,1330,India,IN-UL-DD,Uttarakhand,Dehradun,Landour,30.4552589,78.1026220,Adult – 2,"Call; Foraging or Eating",Not Used,"","",,,,,,,S174166004,"",,,Singing and calling in the dense Deodar pine cover/ summer melody and calls.,Singing and calling in the dense Deodar pine cover/ summer melody and calls.,Turdus boulboul,gywbla1,Species,28191,,5.00,1,"",,
618945684,Audio,Oriental Turtle-Dove,Streptopelia orientalis,Psilopogon virens -- Great Barbet,Shuvendu Das,2024-04-20,2024,4,20,1722,India,IN-UL-DD,Uttarakhand,Dehradun,Hathipaon--Lambi Dehar mines,30.4521000,78.0386000,Adult Male – 1,Song,Unspecified,"","",,,Zoom H1n1,,,,S169551644,"",,,,,Streptopelia orientalis,ortdov,Species,2042,,3.00,1,"",,
618945604,Audio,Green-backed Tit,Parus monticolus,"Streptopelia orientalis -- Oriental Turtle-Dove; Turdus boulboul -- Grey-winged Blackbird",Shuvendu Das,2024-04-20,2024,4,20,1722,India,IN-UL-DD,Uttarakhand,Dehradun,Hathipaon--Lambi Dehar mines,30.4521000,78.0386000,Adult Male – 1,Foraging or Eating,Unspecified,"","",,,Zoom H1n1,,,,S169551644,"",,,,,Parus monticolus,grbtit1,Species,21781,,3.00,1,"",,
618945565,Audio,Grey-winged Blackbird,Turdus boulboul,"Psilopogon virens -- Great Barbet; Streptopelia orientalis -- Oriental Turtle-Dove; Parus monticolus -- Green-backed Tit; Erythrogenys erythrogenys -- Rusty-cheeked Scimitar-Babbler; Pomatorhinus schisticeps -- White-browed Scimitar-Babbler",Shuvendu Das,2024-04-20,2024,4,20,1722,India,IN-UL-DD,Uttarakhand,Dehradun,Hathipaon--Lambi Dehar mines,30.4521000,78.0386000,Adult Male – 1,"Courtship, Display, or Copulation; Song",Unspecified,"","",,,Zoom H1n1,,,,S169551644,"",,,,,Turdus boulboul,gywbla1,Species,28191,,4.00,1,"",,
618943960,Audio,Wedge-tailed Green-Pigeon,Treron sphenurus,,Shuvendu Das,2024-04-20,2024,4,20,1722,India,IN-UL-DD,Uttarakhand,Dehradun,Hathipaon--Lambi Dehar mines,30.4521000,78.0386000,Adult Male – 1,"Courtship, Display, or Copulation; Foraging or Eating; Song",Unspecified,"","",,,Zoom H1n1,,,,S169551644,"",,,,,Treron sphenurus,wetpig1,Species,2572,,3.00,1,"",,
618943615,Audio,Grey Nightjar (Eastern Jungle Nightjar),Caprimulgus jotaka,,Shuvendu Das,2024-04-20,2024,4,20,1722,India,IN-UL-DD,Uttarakhand,Dehradun,Hathipaon--Lambi Dehar mines,30.4521000,78.0386000,"","Foraging or Eating; Song",Unspecified,"","",,,Zoom H1n1,,,,S169551644,Unconfirmed,,,,Call recorded,Caprimulgus jotaka,grynig1,Species,3650,,4.00,1,"",,
618943614,Audio,Grey Nightjar (Eastern Jungle Nightjar),Caprimulgus jotaka,,Shuvendu Das,2024-04-20,2024,4,20,1722,India,IN-UL-DD,Uttarakhand,Dehradun,Hathipaon--Lambi Dehar mines,30.4521000,78.0386000,"Adult Male – 4; Adult – 3","Flight Call; Foraging or Eating",Unspecified,"","",,,Zoom H1n1,,,,S169551644,Unconfirmed,,,,Call recorded,Caprimulgus jotaka,grynig1,Species,3650,,4.00,1,"",,
618943613,Audio,Grey Nightjar (Eastern Jungle Nightjar),Caprimulgus jotaka,Otus spilocephalus -- Mountain Scops-Owl,Shuvendu Das,2024-04-20,2024,4,20,1722,India,IN-UL-DD,Uttarakhand,Dehradun,Hathipaon--Lambi Dehar mines,30.4521000,78.0386000,Adult – 3,"Foraging or Eating; Song",Unspecified,"","",,,Zoom H1n1,,,,S169551644,Unconfirmed,,,,Call recorded,Caprimulgus jotaka,grynig1,Species,3650,,4.00,1,"",,
618943599,Audio,Mountain Scops-Owl,Otus spilocephalus,,Shuvendu Das,2024-04-20,2024,4,20,1722,India,IN-UL-DD,Uttarakhand,Dehradun,Hathipaon--Lambi Dehar mines,30.4521000,78.0386000,Adult Male – 2,"Courtship, Display, or Copulation; Song",Unspecified,"","",,,Zoom H1n1,,,,S169551644,"",,,,,Otus spilocephalus,mosowl2,Species,8471,,4.00,1,"",,
618943547,Audio,Grey-winged Blackbird,Turdus boulboul,,Shuvendu Das,2024-04-20,2024,4,20,1722,India,IN-UL-DD,Uttarakhand,Dehradun,Hathipaon--Lambi Dehar mines,30.4521000,78.0386000,Adult Male – 1,"Courtship, Display, or Copulation; Dawn Song; Song",Unspecified,"","",,,Zoom H1n1,,,,S169551644,"",,,,,Turdus boulboul,gywbla1,Species,28191,,5.00,1,"",,
618943261,Audio,Grey-winged Blackbird,Turdus boulboul,Pterorhinus albogularis -- White-throated Laughingthrush,Shuvendu Das,2024-04-20,2024,4,20,1722,India,IN-UL-DD,Uttarakhand,Dehradun,Hathipaon--Lambi Dehar mines,30.4521000,78.0386000,Adult Male – 1,"Courtship, Display, or Copulation; Dawn Song; Song",Unspecified,"","",,,Zoom H1n1,,,,S169551644,"",,,,,Turdus boulboul,gywbla1,Species,28191,,5.00,1,"",,
618943260,Audio,Grey-winged Blackbird,Turdus boulboul,,Shuvendu Das,2024-04-20,2024,4,20,1722,India,IN-UL-DD,Uttarakhand,Dehradun,Hathipaon--Lambi Dehar mines,30.4521000,78.0386000,Adult Male – 1,"Dawn Song; Song",Unspecified,"","",,,Zoom H1n1,,,,S169551644,"",,,,,Turdus boulboul,gywbla1,Species,28191,,4.00,1,"",,
618943259,Audio,Grey-winged Blackbird,Turdus boulboul,,Shuvendu Das,2024-04-20,2024,4,20,1722,India,IN-UL-DD,Uttarakhand,Dehradun,Hathipaon--Lambi Dehar mines,30.4521000,78.0386000,Adult Male – 1,"Courtship, Display, or Copulation; Song",Unspecified,"","",,,Zoom H1n1,,,,S169551644,"",,,,,Turdus boulboul,gywbla1,Species,28191,,4.00,1,"",,
618762469,Audio,Pied Bushchat,Saxicola caprata,,Gaja mohanraj,2024-04-19,2024,4,19,1534,India,IN-TN-NI,Tamil Nadu,The Nilgiris,Banagudi Shola,11.3911531,76.8602443,"",,Unspecified,"","",,,,,,,S172940178,"",,,,,Saxicola caprata,piebus1,Species,29209,,3.00,1,,,
618762393,Audio,Ruddy-breasted Crake,Zapornia fusca,,Gaja mohanraj,2024-04-18,2024,4,18,705,India,IN-TN-CO,Tamil Nadu,Coimbatore,"Krishnampathi Lake, Seeranaickenpalayam",11.0064635,76.9264545,"",,Unspecified,"","",,,,,,,S172940890,Unconfirmed,,,,Heard,Zapornia fusca,rubcra1,Species,5551,,3.00,1,,,
618762030,Audio,Pied Bushchat,Saxicola caprata,,Ajay Sarvagnam,2024-04-26,2024,4,26,555,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S170313584,"",,,,,Saxicola caprata,piebus1,Species,29209,,3.00,1,,,
618762024,Audio,Pied Bushchat,Saxicola caprata,,Ajay Sarvagnam,2024-04-26,2024,4,26,555,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S170313584,"",,,,,Saxicola caprata,piebus1,Species,29209,,3.00,1,,,
618762013,Audio,Pied Bushchat,Saxicola caprata,,Ajay Sarvagnam,2024-04-26,2024,4,26,555,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S170313584,"",,,,,Saxicola caprata,piebus1,Species,29209,,3.00,1,,,
618762007,Audio,Paddyfield Pipit,Anthus rufulus,,Ajay Sarvagnam,2024-04-26,2024,4,26,555,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S170313584,"",,,,,Anthus rufulus,oripip1,Species,31237,,4.00,1,,,
618761995,Audio,Paddyfield Pipit,Anthus rufulus,,Ajay Sarvagnam,2024-04-26,2024,4,26,555,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S170313584,"",,,,,Anthus rufulus,oripip1,Species,31237,,2.00,1,,,
618761957,Audio,"Jerdon's Bushlark",Mirafra affinis,,Ajay Sarvagnam,2024-04-26,2024,4,26,555,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S170313584,"",,,,,Mirafra affinis,jerbus2,Species,22170,,4.00,1,,,
618761949,Audio,"Jerdon's Bushlark",Mirafra affinis,,Ajay Sarvagnam,2024-04-26,2024,4,26,555,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S170313584,"",,,,,Mirafra affinis,jerbus2,Species,22170,,4.00,1,,,
618761925,Audio,Indian Robin,Copsychus fulicatus,,Ajay Sarvagnam,2024-04-26,2024,4,26,555,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S170313584,"",,,,,Copsychus fulicatus,indrob1,Species,28495,,4.00,1,,,
618761878,Audio,Greater Coucal,Centropus sinensis,,Ajay Sarvagnam,2024-04-26,2024,4,26,555,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S170313584,"",,,,,Centropus sinensis,grecou1,Species,3116,,5.00,1,,,
618761877,Audio,Greater Coucal,Centropus sinensis,,Ajay Sarvagnam,2024-04-26,2024,4,26,555,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S170313584,"",,,,,Centropus sinensis,grecou1,Species,3116,,3.00,1,,,
618761847,Audio,Common Tailorbird,Orthotomus sutorius,,Ajay Sarvagnam,2024-04-26,2024,4,26,555,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S170313584,"",,,,,Orthotomus sutorius,comtai1,Species,22738,,4.00,1,,,
618761838,Audio,Common Tailorbird,Orthotomus sutorius,,Ajay Sarvagnam,2024-04-26,2024,4,26,555,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S170313584,"",,,,,Orthotomus sutorius,comtai1,Species,22738,,3.00,1,,,
618761820,Audio,Common Tailorbird,Orthotomus sutorius,,Ajay Sarvagnam,2024-04-26,2024,4,26,555,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S170313584,"",,,,,Orthotomus sutorius,comtai1,Species,22738,,3.00,1,,,
618761815,Audio,Common Tailorbird,Orthotomus sutorius,,Ajay Sarvagnam,2024-04-26,2024,4,26,555,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S170313584,"",,,,,Orthotomus sutorius,comtai1,Species,22738,,5.00,1,,,
618761802,Audio,Common Tailorbird,Orthotomus sutorius,,Ajay Sarvagnam,2024-04-26,2024,4,26,555,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S170313584,"",,,,,Orthotomus sutorius,comtai1,Species,22738,,4.00,1,,,
618761781,Audio,Common Hawk-Cuckoo,Hierococcyx varius,,Ajay Sarvagnam,2024-04-26,2024,4,26,555,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S170313584,"",,,,,Hierococcyx varius,cohcuc1,Species,3398,,3.00,1,,,
618761769,Audio,Brown-headed Barbet (Large Green Barbet),Psilopogon zeylanicus,,Ajay Sarvagnam,2024-04-26,2024,4,26,555,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S170313584,"",,,,,Psilopogon zeylanicus,brhbar1,Species,10533,,.00,0,,,
618761762,Audio,Brown-headed Barbet (Large Green Barbet),Psilopogon zeylanicus,,Ajay Sarvagnam,2024-04-26,2024,4,26,555,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S170313584,"",,,,,Psilopogon zeylanicus,brhbar1,Species,10533,,4.00,1,,,
618761749,Audio,Brown-headed Barbet (Large Green Barbet),Psilopogon zeylanicus,,Ajay Sarvagnam,2024-04-26,2024,4,26,555,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S170313584,"",,,,,Psilopogon zeylanicus,brhbar1,Species,10533,,5.00,1,,,
618761740,Audio,Brown-headed Barbet (Large Green Barbet),Psilopogon zeylanicus,,Ajay Sarvagnam,2024-04-26,2024,4,26,555,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S170313584,"",,,,,Psilopogon zeylanicus,brhbar1,Species,10533,,3.00,1,,,
618761691,Audio,Bronze-winged Jacana,Metopidius indicus,,Ajay Sarvagnam,2024-04-26,2024,4,26,555,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S170313584,"",,,,,Metopidius indicus,brwjac1,Species,5971,,4.00,1,,,
618761662,Audio,Black Drongo,Dicrurus macrocercus,,Ajay Sarvagnam,2024-04-26,2024,4,26,555,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S170313584,"",,,,,Dicrurus macrocercus,bladro1,Species,20051,,3.00,1,,,
618761645,Audio,Asian Koel,Eudynamys scolopaceus,,Ajay Sarvagnam,2024-04-26,2024,4,26,555,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S170313584,"",,,,,Eudynamys scolopaceus,asikoe2,Species,3261,,3.00,1,,,
618761606,Audio,White-throated Kingfisher,Halcyon smyrnensis,,Ajay Sarvagnam,2024-04-27,2024,4,27,621,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S170454105,"",,,,,Halcyon smyrnensis,whtkin2,Species,9795,,4.00,1,,,
618761571,Audio,White-browed Bulbul,Pycnonotus luteolus,,Ajay Sarvagnam,2024-04-27,2024,4,27,621,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S170454105,"",,,,,Pycnonotus luteolus,whbbul2,Species,24267,,5.00,1,,,
618761488,Audio,White-browed Bulbul,Pycnonotus luteolus,,Ajay Sarvagnam,2024-04-27,2024,4,27,621,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S170454105,"",,,,,Pycnonotus luteolus,whbbul2,Species,24267,,5.00,1,,,
618761467,Audio,White-browed Bulbul,Pycnonotus luteolus,,Ajay Sarvagnam,2024-04-27,2024,4,27,621,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S170454105,"",,,,,Pycnonotus luteolus,whbbul2,Species,24267,,4.00,1,,,
618761430,Audio,White-browed Bulbul,Pycnonotus luteolus,,Ajay Sarvagnam,2024-04-27,2024,4,27,621,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S170454105,"",,,,,Pycnonotus luteolus,whbbul2,Species,24267,,4.00,1,,,
618761400,Audio,Spotted Owlet,Athene brama,,Ajay Sarvagnam,2024-04-27,2024,4,27,621,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S170454105,"",,,,,Athene brama,spoowl1,Species,8894,,3.00,1,,,
618761331,Audio,Shikra,Accipiter badius,,Ajay Sarvagnam,2024-04-27,2024,4,27,621,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S170454105,"",,,,,Accipiter badius,shikra1,Species,7987,,3.00,1,,,
618761319,Audio,Shikra,Accipiter badius,,Ajay Sarvagnam,2024-04-27,2024,4,27,621,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S170454105,"",,,,,Accipiter badius,shikra1,Species,7987,,4.00,1,,,
618761311,Audio,Shikra,Accipiter badius,,Ajay Sarvagnam,2024-04-27,2024,4,27,621,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S170454105,"",,,,,Accipiter badius,shikra1,Species,7987,,4.00,1,,,
618761235,Audio,Rufous Treepie,Dendrocitta vagabunda,,Ajay Sarvagnam,2024-04-27,2024,4,27,621,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S170454105,"",,,,,Dendrocitta vagabunda,ruftre2,Species,21043,,4.00,1,,,
618761219,Audio,Rufous Treepie,Dendrocitta vagabunda,,Ajay Sarvagnam,2024-04-27,2024,4,27,621,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S170454105,"",,,,,Dendrocitta vagabunda,ruftre2,Species,21043,,4.00,1,,,
618761217,Audio,Rufous Treepie,Dendrocitta vagabunda,,Ajay Sarvagnam,2024-04-27,2024,4,27,621,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S170454105,"",,,,,Dendrocitta vagabunda,ruftre2,Species,21043,,4.00,1,,,
618761195,Audio,Red-wattled Lapwing,Vanellus indicus,,Ajay Sarvagnam,2024-04-27,2024,4,27,621,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S170454105,"",,,,,Vanellus indicus,rewlap1,Species,5850,,3.00,1,,,
618761190,Audio,Red-wattled Lapwing,Vanellus indicus,,Ajay Sarvagnam,2024-04-27,2024,4,27,621,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S170454105,"",,,,,Vanellus indicus,rewlap1,Species,5850,,4.00,1,,,
618761182,Audio,Red-wattled Lapwing,Vanellus indicus,,Ajay Sarvagnam,2024-04-27,2024,4,27,621,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S170454105,"",,,,,Vanellus indicus,rewlap1,Species,5850,,3.00,1,,,
618761143,Audio,Purple-rumped Sunbird,Leptocoma zeylonica,,Ajay Sarvagnam,2024-04-27,2024,4,27,621,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S170454105,"",,,,,Leptocoma zeylonica,pursun3,Species,29768,,3.00,1,,,
618761066,Audio,Jungle Babbler,Argya striata,,Ajay Sarvagnam,2024-04-27,2024,4,27,621,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S170454105,"",,,,,Argya striata,junbab2,Species,26160,,4.00,1,,,
618761053,Audio,Grey Francolin,Ortygornis pondicerianus,,Ajay Sarvagnam,2024-04-27,2024,4,27,621,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S170454105,"",,,,,Ortygornis pondicerianus,gryfra,Species,1581,,3.00,1,,,
618761048,Audio,Common Tailorbird,Orthotomus sutorius,,Ajay Sarvagnam,2024-04-27,2024,4,27,621,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S170454105,"",,,,,Orthotomus sutorius,comtai1,Species,22738,,5.00,1,,,
618761047,Audio,Black-rumped Flameback (Lesser Goldenbacked Woodpecker),Dinopium benghalense,,Ajay Sarvagnam,2024-04-27,2024,4,27,621,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S170454105,"",,,,,Dinopium benghalense,bkrfla1,Species,11388,,5.00,1,,,
618761028,Audio,Black-hooded Oriole,Oriolus xanthornus,,Ajay Sarvagnam,2024-04-27,2024,4,27,621,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S170454105,"",,,,,Oriolus xanthornus,blhori1,Species,19308,,4.00,1,,,
618761019,Audio,Asian Koel,Eudynamys scolopaceus,,Ajay Sarvagnam,2024-04-27,2024,4,27,621,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S170454105,"",,,,,Eudynamys scolopaceus,asikoe2,Species,3261,,5.00,1,,,
618761017,Audio,Asian Koel,Eudynamys scolopaceus,,Ajay Sarvagnam,2024-04-27,2024,4,27,621,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S170454105,"",,,,,Eudynamys scolopaceus,asikoe2,Species,3261,,5.00,1,,,
618761003,Audio,Jungle Babbler,Argya striata,,Ajay Sarvagnam,2024-04-27,2024,4,27,621,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S170454105,"",,,,,Argya striata,junbab2,Species,26160,,5.00,1,,,
618760995,Audio,Jungle Babbler,Argya striata,,Ajay Sarvagnam,2024-04-27,2024,4,27,621,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S170454105,"",,,,,Argya striata,junbab2,Species,26160,,5.00,1,,,
618760806,Audio,Zitting Cisticola,Cisticola juncidis,,Ajay Sarvagnam,2024-04-28,2024,4,28,600,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S171473830,"",,,,,Cisticola juncidis,zitcis1,Species,23115,,3.00,1,,,
618760775,Audio,White-browed Bulbul,Pycnonotus luteolus,,Ajay Sarvagnam,2024-04-28,2024,4,28,600,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S171473830,"",,,,,Pycnonotus luteolus,whbbul2,Species,24267,,3.00,1,,,
618760761,Audio,Spotted Owlet,Athene brama,,Ajay Sarvagnam,2024-04-28,2024,4,28,600,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S171473830,"",,,,,Athene brama,spoowl1,Species,8894,,4.00,1,,,
618760738,Audio,Spotted Dove,Spilopelia chinensis,,Ajay Sarvagnam,2024-04-28,2024,4,28,600,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S171473830,"",,,,,Spilopelia chinensis,spodov,Species,2084,,4.00,1,,,
618760720,Audio,Scaly-breasted Munia (Spotted Munia),Lonchura punctulata,,Ajay Sarvagnam,2024-04-28,2024,4,28,600,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S171473830,"",,,,,Lonchura punctulata,nutman,Species,30559,,4.00,1,,,
618760714,Audio,Scaly-breasted Munia (Spotted Munia),Lonchura punctulata,,Ajay Sarvagnam,2024-04-28,2024,4,28,600,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S171473830,"",,,,,Lonchura punctulata,nutman,Species,30559,,5.00,1,,,
618760710,Audio,Scaly-breasted Munia (Spotted Munia),Lonchura punctulata,,Ajay Sarvagnam,2024-04-28,2024,4,28,600,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S171473830,"",,,,,Lonchura punctulata,nutman,Species,30559,,4.00,1,,,
618760702,Audio,Red-wattled Lapwing,Vanellus indicus,,Ajay Sarvagnam,2024-04-28,2024,4,28,600,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S171473830,"",,,,,Vanellus indicus,rewlap1,Species,5850,,4.00,1,,,
618760686,Audio,Red-wattled Lapwing,Vanellus indicus,,Ajay Sarvagnam,2024-04-28,2024,4,28,600,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S171473830,"",,,,,Vanellus indicus,rewlap1,Species,5850,,5.00,1,,,
618760679,Audio,Pied Kingfisher,Ceryle rudis,,Ajay Sarvagnam,2024-04-28,2024,4,28,600,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S171473830,"",,,,,Ceryle rudis,piekin1,Species,10023,,3.00,1,,,
618760634,Audio,Purple-rumped Sunbird,Leptocoma zeylonica,,Ajay Sarvagnam,2024-04-28,2024,4,28,600,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S171473830,"",,,,,Leptocoma zeylonica,pursun3,Species,29768,,4.00,1,,,
618760617,Audio,Plain Prinia,Prinia inornata,,Ajay Sarvagnam,2024-04-28,2024,4,28,600,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S171473830,"",,,,,Prinia inornata,plapri1,Species,22879,,5.00,1,,,
618760593,Audio,Pied Bushchat,Saxicola caprata,,Ajay Sarvagnam,2024-04-28,2024,4,28,600,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S171473830,"",,,,,Saxicola caprata,piebus1,Species,29209,,4.00,1,,,
618760590,Audio,Pied Bushchat,Saxicola caprata,,Ajay Sarvagnam,2024-04-28,2024,4,28,600,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S171473830,"",,,,,Saxicola caprata,piebus1,Species,29209,,4.00,1,,,
618760588,Audio,Pied Bushchat,Saxicola caprata,,Ajay Sarvagnam,2024-04-28,2024,4,28,600,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S171473830,"",,,,,Saxicola caprata,piebus1,Species,29209,,5.00,1,,,
