ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Caption,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
633956661,Audio,Crested Bunting,Emberiza lathami,,,Samakshi Tiwari,2025-03-21,2025,3,21,1625,India,IN-MH-WS,Maharashtra,Washim,"Washim, Maharashtra, IN (20.33, 77.246)",20.3300068,77.2458883,"",Call,Unspecified,"","",,,,,,,S219736013,"",,,,Photo. Call,Emberiza lathami,crebun1,Species,32415,,3.00,1,"",,
633956513,Audio,Crested Bunting,Emberiza lathami,,,Samakshi Tiwari,2025-03-21,2025,3,21,1541,India,IN-MH-WS,Maharashtra,Washim,"Gogri, Maharashtra, IN (20.336, 77.243)",20.3361800,77.2431067,"",Song,Unspecified,"","",,,,,,,S219736026,"",,,,photo. Call,Emberiza lathami,crebun1,Species,32415,,2.00,1,"",,
633956514,Audio,Crested Bunting,Emberiza lathami,,,Samakshi Tiwari,2025-03-21,2025,3,21,1541,India,IN-MH-WS,Maharashtra,Washim,"Gogri, Maharashtra, IN (20.336, 77.243)",20.3361800,77.2431067,Adult Male – 1,Song,Unspecified,"","",,,,,,,S219736026,"",,,,photo. Call,Emberiza lathami,crebun1,Species,32415,,2.00,1,"",,
633952201,Audio,Black-rumped Flameback (Lesser Goldenbacked Woodpecker),Dinopium benghalense,,,Anurupa Shil,2025-03-31,2025,3,31,701,India,IN-TR-ST,Tripura,South Tripura,"Belonia, Tripura, IN (23.249, 91.458)",23.2489031,91.4582160,"",,Unspecified,"","",,,,,,,S221982866,"",,,,,Dinopium benghalense,bkrfla1,Species,11503,,5.00,2,,,
633948580,Audio,Bronzed Drongo,Dicrurus aeneus,,,Sandip Das,2025-03-29,2025,3,29,1625,India,IN-WB-PN,West Bengal,North 24 Parganas,"Subarnapur Forested Area (Right), North 24 Parganas, West Bengal, IN (22.709, 88.428)",22.7092719,88.4275872,"",Song,Unspecified,"","",,,,,,,S221725676,"",,,,,Dicrurus aeneus,brodro1,Species,20248,,3.00,1,"",,
633948579,Audio,Bronzed Drongo,Dicrurus aeneus,Argya striata -- Jungle Babbler,,Sandip Das,2025-03-29,2025,3,29,1625,India,IN-WB-PN,West Bengal,North 24 Parganas,"Subarnapur Forested Area (Right), North 24 Parganas, West Bengal, IN (22.709, 88.428)",22.7092719,88.4275872,"",Song,Unspecified,"","",,,,,,,S221725676,"",,,,,Dicrurus aeneus,brodro1,Species,20248,,4.00,1,"",,
633948578,Audio,Bronzed Drongo,Dicrurus aeneus,,,Sandip Das,2025-03-29,2025,3,29,1625,India,IN-WB-PN,West Bengal,North 24 Parganas,"Subarnapur Forested Area (Right), North 24 Parganas, West Bengal, IN (22.709, 88.428)",22.7092719,88.4275872,"",Song,Unspecified,"","",,,,,,,S221725676,"",,,,,Dicrurus aeneus,brodro1,Species,20248,,3.00,1,"",,
633943023,Audio,Common Sandpiper,Actitis hypoleucos,Vanellus indicus -- Red-wattled Lapwing,,Sandip Das,2025-03-25,2025,3,25,1513,India,IN-WB-PN,West Bengal,North 24 Parganas,Kamduni,22.6277436,88.5299885,"",Call,Unspecified,"","",,,,,,,S220667481,"",,,,,Actitis hypoleucos,comsan,Species,6063,,.00,0,"",,
633942983,Audio,Red-wattled Lapwing,Vanellus indicus,,,Sandip Das,2025-03-25,2025,3,25,1513,India,IN-WB-PN,West Bengal,North 24 Parganas,Kamduni,22.6277436,88.5299885,"",Flight Call,Unspecified,"","",,,,,,,S220667481,"",,,,,Vanellus indicus,rewlap1,Species,5822,,4.00,1,"",,
633942980,Audio,Red-wattled Lapwing,Vanellus indicus,,,Sandip Das,2025-03-25,2025,3,25,1513,India,IN-WB-PN,West Bengal,North 24 Parganas,Kamduni,22.6277436,88.5299885,"",Flight Call,Unspecified,"","",,,,,,,S220667481,"",,,,,Vanellus indicus,rewlap1,Species,5822,,5.00,1,"",,
633942982,Audio,Red-wattled Lapwing,Vanellus indicus,,,Sandip Das,2025-03-25,2025,3,25,1513,India,IN-WB-PN,West Bengal,North 24 Parganas,Kamduni,22.6277436,88.5299885,"",Flight Call,Unspecified,"","",,,,,,,S220667481,"",,,,,Vanellus indicus,rewlap1,Species,5822,,4.00,1,"",,
633942981,Audio,Red-wattled Lapwing,Vanellus indicus,,,Sandip Das,2025-03-25,2025,3,25,1513,India,IN-WB-PN,West Bengal,North 24 Parganas,Kamduni,22.6277436,88.5299885,"",Flight Call,Unspecified,"","",,,,,,,S220667481,"",,,,,Vanellus indicus,rewlap1,Species,5822,,5.00,1,"",,
633942916,Audio,Great Egret,Ardea alba,"Vanellus indicus -- Red-wattled Lapwing; Actitis hypoleucos -- Common Sandpiper",,Sandip Das,2025-03-25,2025,3,25,1513,India,IN-WB-PN,West Bengal,North 24 Parganas,Kamduni,22.6277436,88.5299885,"",Call,Unspecified,"","",,,,,,,S220667481,"",,,,,Ardea alba,greegr,Species,7635,,3.00,2,"",,
633942900,Audio,Barn Swallow,Hirundo rustica,Vanellus indicus -- Red-wattled Lapwing,,Sandip Das,2025-03-25,2025,3,25,1513,India,IN-WB-PN,West Bengal,North 24 Parganas,Kamduni,22.6277436,88.5299885,"",Flight Call,Unspecified,"","",,,,,,,S220667481,"",,,,,Hirundo rustica,barswa,Species,23957,,2.00,1,"",,
633942856,Audio,Black-winged Stilt,Himantopus himantopus,Vanellus indicus -- Red-wattled Lapwing,,Sandip Das,2025-03-25,2025,3,25,1513,India,IN-WB-PN,West Bengal,North 24 Parganas,Kamduni,22.6277436,88.5299885,"",Call,Unspecified,"","",,,,,,,S220667481,"",,,,Counted individually,Himantopus himantopus,bkwsti,Species,5706,,.00,0,"",,
633942858,Audio,Black-winged Stilt,Himantopus himantopus,"Vanellus indicus -- Red-wattled Lapwing; Gracupica contra -- Indian Pied Starling (Pied Myna)",,Sandip Das,2025-03-25,2025,3,25,1513,India,IN-WB-PN,West Bengal,North 24 Parganas,Kamduni,22.6277436,88.5299885,"",Call,Unspecified,"","",,,,,,,S220667481,"",,,,Counted individually,Himantopus himantopus,bkwsti,Species,5706,,4.00,1,"",,
633942855,Audio,Black-winged Stilt,Himantopus himantopus,Vanellus indicus -- Red-wattled Lapwing,,Sandip Das,2025-03-25,2025,3,25,1513,India,IN-WB-PN,West Bengal,North 24 Parganas,Kamduni,22.6277436,88.5299885,"",Call,Unspecified,"","",,,,,,,S220667481,"",,,,Counted individually,Himantopus himantopus,bkwsti,Species,5706,,3.00,1,"",,
633917512,Audio,White-throated Fantail,Rhipidura albicollis,,,Abhishek Sharma,2025-03-23,2025,3,23,515,India,IN-BR-WC,Bihar,Pashchim Champaran,Gobardhana village,27.3170703,84.3111696,"",,Unspecified,"","",,,,,,,S220165269,"",,,,,Rhipidura albicollis,whtfan1,Species,20058,,.00,0,,,
633899338,Audio,Red-breasted Parakeet,Psittacula alexandri,,,"Senan D'Souza",2025-03-14,2025,3,14,953,India,IN-AR-ES,Arunachal Pradesh,East Siang,"D'Ering WLS & Surroundings--General Area",27.9961516,95.4405740,"",,Unspecified,"","",,,,,,,S218399725,"",,,,Call record,Psittacula alexandri,rebpar4,Species,12252,,.00,0,,,
633899339,Audio,Red-breasted Parakeet,Psittacula alexandri,,,"Senan D'Souza",2025-03-14,2025,3,14,953,India,IN-AR-ES,Arunachal Pradesh,East Siang,"D'Ering WLS & Surroundings--General Area",27.9961516,95.4405740,"",,Unspecified,"","",,,,,,,S218399725,"",,,,Call record,Psittacula alexandri,rebpar4,Species,12252,,.00,0,,,
633899303,Audio,Greater Flameback,Chrysocolaptes guttacristatus,,,"Senan D'Souza",2025-03-14,2025,3,14,953,India,IN-AR-ES,Arunachal Pradesh,East Siang,"D'Ering WLS & Surroundings--General Area",27.9961516,95.4405740,"",,Unspecified,"","",,,,,,,S218399725,"",,,,Call record,Chrysocolaptes guttacristatus,grefla1,Species,11411,,.00,0,,,
633899296,Audio,Streak-throated Woodpecker,Picus xanthopygaeus,,,"Senan D'Souza",2025-03-14,2025,3,14,953,India,IN-AR-ES,Arunachal Pradesh,East Siang,"D'Ering WLS & Surroundings--General Area",27.9961516,95.4405740,"",,Unspecified,"","",,,,,,,S218399725,"",,,,photo and call available.first for AP?,Picus xanthopygaeus,sttwoo1,Species,11531,,1.00,1,,,
633893567,Audio,Indian Pond-Heron,Ardeola grayii,,,sreekanth c,2025-03-31,2025,3,31,1051,India,IN-KL-KN,Kerala,Kannur,Vayakkara Vayal,12.2497270,75.3236930,"",,Unspecified,"","",,,,,,,S222199676,"",,,,,Ardeola grayii,inpher1,Species,7623,,.00,0,,,
633893468,Audio,Blue-tailed Bee-eater,Merops philippinus,,,sreekanth c,2025-03-31,2025,3,31,1051,India,IN-KL-KN,Kerala,Kannur,Vayakkara Vayal,12.2497270,75.3236930,"",,Unspecified,"","",,,,,,,S222199676,"",,,,,Merops philippinus,btbeat1,Species,9724,,.00,0,,,
633893405,Audio,Blue-tailed Bee-eater,Merops philippinus,,,sreekanth c,2025-03-31,2025,3,31,1051,India,IN-KL-KN,Kerala,Kannur,Vayakkara Vayal,12.2497270,75.3236930,"",,Unspecified,"","",,,,,,,S222199676,"",,,,,Merops philippinus,btbeat1,Species,9724,,.00,0,,,
633893336,Audio,Red-wattled Lapwing,Vanellus indicus,,,sreekanth c,2025-03-31,2025,3,31,1051,India,IN-KL-KN,Kerala,Kannur,Vayakkara Vayal,12.2497270,75.3236930,"",,Unspecified,"","",,,,,,,S222199676,"",,,,,Vanellus indicus,rewlap1,Species,5822,,.00,0,,,
633893247,Audio,Blue-tailed Bee-eater,Merops philippinus,,,sreekanth c,2025-03-31,2025,3,31,1051,India,IN-KL-KN,Kerala,Kannur,Vayakkara Vayal,12.2497270,75.3236930,"",,Unspecified,"","",,,,,,,S222199676,"",,,,,Merops philippinus,btbeat1,Species,9724,,.00,0,,,
633893076,Audio,Wire-tailed Swallow,Hirundo smithii,,,sreekanth c,2025-03-30,2025,3,30,1537,India,IN-KL-KN,Kerala,Kannur,Ezhome,12.0304797,75.2933092,"",,Unspecified,"","",,,,,,,S221845536,"",,,,,Hirundo smithii,witswa1,Species,23979,,.00,0,,,
633892645,Audio,Black-winged Stilt,Himantopus himantopus,,,sreekanth c,2025-03-30,2025,3,30,1537,India,IN-KL-KN,Kerala,Kannur,Ezhome,12.0304797,75.2933092,"",Flight Call,Unspecified,"","",,,,,,,S221845536,"",,,,,Himantopus himantopus,bkwsti,Species,5706,,.00,0,"",,
633892258,Audio,Grey-headed Swamphen (Purple Swamphen),Porphyrio poliocephalus,,,sreekanth c,2025-03-27,2025,3,27,1107,India,IN-KL-KN,Kerala,Kannur,Vayakkara Vayal,12.2497270,75.3236930,"",,Unspecified,"","",,,,,,,S221211701,"",,,,,Porphyrio poliocephalus,purswa3,Species,5476,,.00,0,,,
633857579,Audio,Andaman Shama,Copsychus albiventris,Copsychus saularis -- Oriental Magpie-Robin,,Reva Duraphe,2025-03-17,2025,3,17,1455,India,IN-AN-AS,Andaman and Nicobar Islands,South Andaman,Indira Bazar,10.5717204,92.5601463,"",Song,Not Used,"","",,,Zoom H4n Pro,,,,S219072446,"",,,,,Copsychus albiventris,andsha1,Species,28765,,.00,0,"",,
633857461,Audio,Oriental Magpie-Robin,Copsychus saularis,Copsychus albiventris -- Andaman Shama,,Reva Duraphe,2025-03-17,2025,3,17,1455,India,IN-AN-AS,Andaman and Nicobar Islands,South Andaman,Indira Bazar,10.5717204,92.5601463,"","Duet; Song",Not Used,"","",,,Zoom H4n Pro,,,,S219072446,"",,,Singing male magpie-robin joined by Andaman Shama in a duet. ,,Copsychus saularis,magrob,Species,28732,,.00,0,"",,
633857458,Audio,Oriental Magpie-Robin,Copsychus saularis,Copsychus albiventris -- Andaman Shama,,Reva Duraphe,2025-03-17,2025,3,17,1455,India,IN-AN-AS,Andaman and Nicobar Islands,South Andaman,Indira Bazar,10.5717204,92.5601463,"",Song,Not Used,"","",,,Zoom H4n Pro,,,,S219072446,"",,,,,Copsychus saularis,magrob,Species,28732,,.00,0,"",,
633852196,Audio,White-rumped Shama,Copsychus malabaricus,,,Gaja mohanraj,2025-03-31,2025,3,31,1541,India,IN-TN-CO,Tamil Nadu,Coimbatore,Anuvavi Temple.,11.0573513,76.8493009,"",,Unspecified,"","",,,,,,,S224026238,"",,,,,Copsychus malabaricus,whrsha,Species,28749,,4.00,1,,,
633852167,Audio,Puff-throated Babbler,Pellorneum ruficeps,,,Gaja mohanraj,2025-03-31,2025,3,31,1541,India,IN-TN-CO,Tamil Nadu,Coimbatore,Anuvavi Temple.,11.0573513,76.8493009,"",,Unspecified,"","",,,,,,,S224026238,"",,,,,Pellorneum ruficeps,putbab1,Species,25958,,4.00,1,,,
633852127,Audio,Black-hooded Oriole,Oriolus xanthornus,,,Gaja mohanraj,2025-03-31,2025,3,31,1541,India,IN-TN-CO,Tamil Nadu,Coimbatore,Anuvavi Temple.,11.0573513,76.8493009,"",,Unspecified,"","",,,,,,,S224026238,"",,,,,Oriolus xanthornus,blhori1,Species,19466,,.00,0,,,
633852094,Audio,Indian Pitta,Pitta brachyura,,,Gaja mohanraj,2025-03-31,2025,3,31,1541,India,IN-TN-CO,Tamil Nadu,Coimbatore,Anuvavi Temple.,11.0573513,76.8493009,"",,Unspecified,"","",,,,,,,S224026238,"",,,,Heard,Pitta brachyura,indpit1,Species,13258,,.00,0,,,
633851965,Audio,Yellow-eyed Babbler,Chrysomma sinense,,,Gaja mohanraj,2025-03-30,2025,3,30,545,India,IN-TN-CO,Tamil Nadu,Coimbatore,"Rangampalayam, Grass Hills",11.3854867,77.0875750,"",,Unspecified,"","",,,,,,,S224027404,"",,,,Pair,Chrysomma sinense,yeebab1,Species,25154,,.00,0,,,
633851943,Audio,Yellow-eyed Babbler,Chrysomma sinense,,,Gaja mohanraj,2025-03-30,2025,3,30,545,India,IN-TN-CO,Tamil Nadu,Coimbatore,"Rangampalayam, Grass Hills",11.3854867,77.0875750,"",,Unspecified,"","",,,,,,,S224027404,"",,,,Pair,Chrysomma sinense,yeebab1,Species,25154,,.00,0,,,
633851893,Audio,Savanna Nightjar,Caprimulgus affinis,,,Gaja mohanraj,2025-03-30,2025,3,30,545,India,IN-TN-CO,Tamil Nadu,Coimbatore,"Rangampalayam, Grass Hills",11.3854867,77.0875750,"",,Unspecified,"","",,,,,,,S224027404,"",,,,Heard,Caprimulgus affinis,savnig1,Species,3654,,.00,0,,,
633851881,Audio,Savanna Nightjar,Caprimulgus affinis,,,Gaja mohanraj,2025-03-30,2025,3,30,545,India,IN-TN-CO,Tamil Nadu,Coimbatore,"Rangampalayam, Grass Hills",11.3854867,77.0875750,"",,Unspecified,"","",,,,,,,S224027404,"",,,,Heard,Caprimulgus affinis,savnig1,Species,3654,,.00,0,,,
633851863,Audio,Savanna Nightjar,Caprimulgus affinis,,,Gaja mohanraj,2025-03-30,2025,3,30,545,India,IN-TN-CO,Tamil Nadu,Coimbatore,"Rangampalayam, Grass Hills",11.3854867,77.0875750,"",,Unspecified,"","",,,,,,,S224027404,"",,,,Heard,Caprimulgus affinis,savnig1,Species,3654,,5.00,1,,,
633851843,Audio,Savanna Nightjar,Caprimulgus affinis,,,Gaja mohanraj,2025-03-30,2025,3,30,545,India,IN-TN-CO,Tamil Nadu,Coimbatore,"Rangampalayam, Grass Hills",11.3854867,77.0875750,"",,Unspecified,"","",,,,,,,S224027404,"",,,,Heard,Caprimulgus affinis,savnig1,Species,3654,,.00,0,,,
633851820,Audio,Savanna Nightjar,Caprimulgus affinis,,,Gaja mohanraj,2025-03-30,2025,3,30,545,India,IN-TN-CO,Tamil Nadu,Coimbatore,"Rangampalayam, Grass Hills",11.3854867,77.0875750,"",,Unspecified,"","",,,,,,,S224027404,"",,,,Heard,Caprimulgus affinis,savnig1,Species,3654,,.00,0,,,
633851799,Audio,Indian Nightjar,Caprimulgus asiaticus,,,Gaja mohanraj,2025-03-30,2025,3,30,545,India,IN-TN-CO,Tamil Nadu,Coimbatore,"Rangampalayam, Grass Hills",11.3854867,77.0875750,"",,Unspecified,"","",,,,,,,S224027404,"",,,,,Caprimulgus asiaticus,indnig1,Species,3642,,.00,0,,,
633851783,Audio,Indian Nightjar,Caprimulgus asiaticus,,,Gaja mohanraj,2025-03-30,2025,3,30,545,India,IN-TN-CO,Tamil Nadu,Coimbatore,"Rangampalayam, Grass Hills",11.3854867,77.0875750,"",,Unspecified,"","",,,,,,,S224027404,"",,,,,Caprimulgus asiaticus,indnig1,Species,3642,,.00,0,,,
633851714,Audio,Sirkeer Malkoha,Taccocua leschenaultii,,,Gaja mohanraj,2025-03-30,2025,3,30,545,India,IN-TN-CO,Tamil Nadu,Coimbatore,"Rangampalayam, Grass Hills",11.3854867,77.0875750,"",,Unspecified,"","",,,,,,,S224027404,"",,,,Heard,Taccocua leschenaultii,sirmal1,Species,3120,,.00,0,,,
633851688,Audio,Sirkeer Malkoha,Taccocua leschenaultii,,,Gaja mohanraj,2025-03-30,2025,3,30,545,India,IN-TN-CO,Tamil Nadu,Coimbatore,"Rangampalayam, Grass Hills",11.3854867,77.0875750,"",,Unspecified,"","",,,,,,,S224027404,"",,,,Heard,Taccocua leschenaultii,sirmal1,Species,3120,,.00,0,,,
633851514,Audio,Indian Swiftlet,Aerodramus unicolor,,,Gaja mohanraj,2025-03-27,2025,3,27,1538,India,IN-TN-CO,Tamil Nadu,Coimbatore,Anuvavi Temple.,11.0573513,76.8493009,"",,Unspecified,"","",,,,,,,S224029044,"",,,,Estimated count ..... could be more,Aerodramus unicolor,indswi1,Species,3930,,.00,0,,,
633851502,Audio,Indian Swiftlet,Aerodramus unicolor,,,Gaja mohanraj,2025-03-27,2025,3,27,1538,India,IN-TN-CO,Tamil Nadu,Coimbatore,Anuvavi Temple.,11.0573513,76.8493009,"",,Unspecified,"","",,,,,,,S224029044,"",,,,Estimated count ..... could be more,Aerodramus unicolor,indswi1,Species,3930,,.00,0,,,
633851453,Audio,White-throated Kingfisher,Halcyon smyrnensis,,,Gaja mohanraj,2025-03-27,2025,3,27,1538,India,IN-TN-CO,Tamil Nadu,Coimbatore,Anuvavi Temple.,11.0573513,76.8493009,"",,Unspecified,"","",,,,,,,S224029044,"",,,,,Halcyon smyrnensis,whtkin2,Species,9975,,.00,0,,,
633851335,Audio,Pin-tailed Snipe,Gallinago stenura,,,Gaja mohanraj,2025-03-27,2025,3,27,703,India,IN-TN-CO,Tamil Nadu,Coimbatore,"Krishnampathi Lake, Seeranaickenpalayam",11.0064635,76.9264545,"",,Unspecified,"","",,,,,,,S224029099,"",,,,Same group,Gallinago stenura,pitsni,Species,6030,,4.00,1,,,
633851197,Audio,Thick-billed Flowerpecker,Pachyglossa agilis,,,Gaja mohanraj,2025-03-23,2025,3,23,810,India,IN-TN-CO,Tamil Nadu,Coimbatore,Nilgiri Biosphere Nature Park,11.0987903,76.7476251,"",,Unspecified,"","",,,,,,,S224030066,"",,,,,Pachyglossa agilis,thbflo1,Species,29683,,.00,0,,,
633851188,Audio,Grey Wagtail,Motacilla cinerea,,,Gaja mohanraj,2025-03-23,2025,3,23,810,India,IN-TN-CO,Tamil Nadu,Coimbatore,Nilgiri Biosphere Nature Park,11.0987903,76.7476251,"",,Unspecified,"","",,,,,,,S224030066,"",,,,,Motacilla cinerea,grywag,Species,31403,,4.00,1,,,
633851106,Audio,White-cheeked Barbet (Small Green Barbet),Psilopogon viridis,,,Gaja mohanraj,2025-03-23,2025,3,23,810,India,IN-TN-CO,Tamil Nadu,Coimbatore,Nilgiri Biosphere Nature Park,11.0987903,76.7476251,"",,Unspecified,"","",,,,,,,S224030066,"",,,,,Psilopogon viridis,whcbar1,Species,10646,,.00,0,,,
633851055,Audio,Puff-throated Babbler,Pellorneum ruficeps,,,Gaja mohanraj,2025-03-23,2025,3,23,810,India,IN-TN-CO,Tamil Nadu,Coimbatore,Nilgiri Biosphere Nature Park,11.0987903,76.7476251,"",,Unspecified,"","",,,,,,,S224030066,"",,,,Heard,Pellorneum ruficeps,putbab1,Species,25958,,.00,0,,,
633851027,Audio,Indian Scimitar-Babbler,Pomatorhinus horsfieldii,,,Gaja mohanraj,2025-03-23,2025,3,23,810,India,IN-TN-CO,Tamil Nadu,Coimbatore,Nilgiri Biosphere Nature Park,11.0987903,76.7476251,"",,Unspecified,"","",,,,,,,S224030066,"",,,,Heard,Pomatorhinus horsfieldii,insbab1,Species,25810,,.00,0,,,
633851000,Audio,Grey-breasted Prinia,Prinia hodgsonii,,,Gaja mohanraj,2025-03-23,2025,3,23,810,India,IN-TN-CO,Tamil Nadu,Coimbatore,Nilgiri Biosphere Nature Park,11.0987903,76.7476251,"",,Unspecified,"","",,,,,,,S224030066,"",,,,,Prinia hodgsonii,gybpri1,Species,23006,,.00,0,,,
633850981,Audio,Common Tailorbird,Orthotomus sutorius,,,Gaja mohanraj,2025-03-23,2025,3,23,810,India,IN-TN-CO,Tamil Nadu,Coimbatore,Nilgiri Biosphere Nature Park,11.0987903,76.7476251,"",,Unspecified,"","",,,,,,,S224030066,"",,,,,Orthotomus sutorius,comtai1,Species,22921,,5.00,1,,,
633850962,Audio,Common Woodshrike,Tephrodornis pondicerianus,,,Gaja mohanraj,2025-03-23,2025,3,23,810,India,IN-TN-CO,Tamil Nadu,Coimbatore,Nilgiri Biosphere Nature Park,11.0987903,76.7476251,"",,Unspecified,"","",,,,,,,S224030066,"",,,,,Tephrodornis pondicerianus,comwoo1,Species,19728,,.00,0,,,
633850932,Audio,Streak-throated Woodpecker,Picus xanthopygaeus,,,Gaja mohanraj,2025-03-23,2025,3,23,810,India,IN-TN-CO,Tamil Nadu,Coimbatore,Nilgiri Biosphere Nature Park,11.0987903,76.7476251,"",,Unspecified,"","",,,,,,,S224030066,"",,,,Heard,Picus xanthopygaeus,sttwoo1,Species,11531,,.00,0,,,
633850896,Audio,White-naped Woodpecker,Chrysocolaptes festivus,,,Gaja mohanraj,2025-03-23,2025,3,23,810,India,IN-TN-CO,Tamil Nadu,Coimbatore,Nilgiri Biosphere Nature Park,11.0987903,76.7476251,"",,Unspecified,"","",,,,,,,S224030066,"",,,,Two male,Chrysocolaptes festivus,whnwoo1,Species,11429,,5.00,1,,,
633850844,Audio,Jungle Owlet,Glaucidium radiatum,,,Gaja mohanraj,2025-03-23,2025,3,23,810,India,IN-TN-CO,Tamil Nadu,Coimbatore,Nilgiri Biosphere Nature Park,11.0987903,76.7476251,"",,Unspecified,"","",,,,,,,S224030066,"",,,,Heard,Glaucidium radiatum,junowl1,Species,8974,,.00,0,,,
633850821,Audio,Jungle Owlet,Glaucidium radiatum,,,Gaja mohanraj,2025-03-23,2025,3,23,810,India,IN-TN-CO,Tamil Nadu,Coimbatore,Nilgiri Biosphere Nature Park,11.0987903,76.7476251,"",,Unspecified,"","",,,,,,,S224030066,"",,,,Heard,Glaucidium radiatum,junowl1,Species,8974,,.00,0,,,
633850772,Audio,Banded Bay Cuckoo,Cacomantis sonneratii,,,Gaja mohanraj,2025-03-23,2025,3,23,810,India,IN-TN-CO,Tamil Nadu,Coimbatore,Nilgiri Biosphere Nature Park,11.0987903,76.7476251,"",,Unspecified,"","",,,,,,,S224030066,"",,,,Heard,Cacomantis sonneratii,babcuc2,Species,3306,,2.00,1,,,
633850729,Audio,Asian Emerald Dove,Chalcophaps indica,,,Gaja mohanraj,2025-03-23,2025,3,23,810,India,IN-TN-CO,Tamil Nadu,Coimbatore,Nilgiri Biosphere Nature Park,11.0987903,76.7476251,"",,Unspecified,"","",,,,,,,S224030066,"",,,,,Chalcophaps indica,emedov2,Species,2125,,.00,0,,,
633850666,Audio,Stork-billed Kingfisher,Pelargopsis capensis,,,Gaja mohanraj,2025-03-23,2025,3,23,727,India,IN-TN-CO,Tamil Nadu,Coimbatore,"Thuvaipathy Road, Anaikatti, Tamil Nadu, IN (11.103, 76.742)",11.1025833,76.7421150,"",,Unspecified,"","",,,,,,,S224029962,"",,,,Heard,Pelargopsis capensis,stbkin1,Species,9941,,.00,0,,,
633849939,Audio,Ruddy-breasted Crake,Zapornia fusca,,,Gaja mohanraj,2025-03-22,2025,3,22,711,India,IN-TN-CO,Tamil Nadu,Coimbatore,"Krishnampathi Lake, Seeranaickenpalayam",11.0064635,76.9264545,"",,Unspecified,"","",,,,,,,S224031389,"",,,,Heard,Zapornia fusca,rubcra1,Species,5521,,.00,0,,,
633840967,Audio,Oriental Magpie-Robin,Copsychus saularis,,,Gaja mohanraj,2025-03-20,2025,3,20,1552,India,IN-TN-CO,Tamil Nadu,Coimbatore,Anuvavi Temple.,11.0573513,76.8493009,"",,Unspecified,"","",,,,,,,S224036770,"",,,,,Copsychus saularis,magrob,Species,28732,,4.00,1,,,
633840957,Audio,Black-hooded Oriole,Oriolus xanthornus,,,Gaja mohanraj,2025-03-20,2025,3,20,1552,India,IN-TN-CO,Tamil Nadu,Coimbatore,Anuvavi Temple.,11.0573513,76.8493009,"",,Unspecified,"","",,,,,,,S224036770,"",,,,,Oriolus xanthornus,blhori1,Species,19466,,4.00,1,,,
633838829,Audio,Rose-ringed Parakeet,Psittacula krameri,,,Adarsh Ajay,2025-03-16,2025,3,16,709,India,IN-TN-TI,Tamil Nadu,Tirunelveli,"Nanguneri - Thisayanvilai Road, Tirunelveli, Tamil Nadu, IN (8.448, 77.712)",8.4483047,77.7122289,"",,Unspecified,"","",,,,,,,S218816720,"",,,,,Psittacula krameri,rorpar,Species,12232,,.00,0,,,
633836732,Audio,Eurasian Collared-Dove,Streptopelia decaocto,"Prinia socialis -- Ashy Prinia; Psittacula krameri -- Rose-ringed Parakeet",,Adarsh Ajay,2025-03-16,2025,3,16,709,India,IN-TN-TI,Tamil Nadu,Tirunelveli,"Nanguneri - Thisayanvilai Road, Tirunelveli, Tamil Nadu, IN (8.448, 77.712)",8.4483047,77.7122289,"",,Unspecified,"","",,,,,,,S218816720,"",,,,,Streptopelia decaocto,eucdov,Species,1994,,3.00,1,,,
633834710,Audio,Rock Pigeon (Feral Pigeon),Columba livia (Feral Pigeon),Eudynamys scolopaceus -- Asian Koel,,Adarsh Ajay,2025-03-01,2025,3,1,1003,India,IN-KL-KT,Kerala,Kottayam,"Saint Berchmans College, Changanassery",9.4512843,76.5383577,"",,Unspecified,"","",,,,,,,S218227145,"",,,,,Columba livia,rocpig1,Domestic,1832,,.00,0,,,
